codigoPrestador;representanteLegal;email;nomePrestador;razaoSocial;telefone;celular
2910;Juliana Castro;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Instituto MedCare LTDA;(37) 9425-2013;(88) 92710-6397
2911;Gabriela Rocha;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde Integral S/A;(48) 7559-3114;(80) 98594-4815
2912;Rafael Dias;esocial01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(91) 3212-7888;(46) 98063-1986
2913;João Lima;inovacao01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(50) 9268-9924;(92) 92207-7322
2914;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(89) 3582-6000;(14) 98932-2199
2915;Vanessa Martins;suporte01@inmestra.com.br;Saúde Corporativa Plus;Vida Saudável LTDA;(18) 3699-2160;(61) 93569-4060
2917;Carlos Moreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(37) 6243-3298;(46) 92303-1891
2919;Rafael Dias;esocial01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(87) 4504-8419;(69) 95704-7355
2920;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(93) 4620-4411;(84) 98736-2710
2921;Vanessa Martins;suporte01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(89) 8384-8840;(40) 97608-1542
2923;Juliana Castro;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(53) 2501-3900;(92) 91801-6754
2924;Lucas Ferreira;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(25) 9133-4434;(44) 93855-7220
2925;João Lima;inovacao01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(73) 5242-5794;(48) 98061-2964
2926;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(35) 8834-7029;(83) 98526-1733
2927;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(63) 7337-6802;(70) 99470-8731
2928;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(95) 7784-6553;(53) 94358-7966
2929;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(66) 6832-4706;(40) 98825-3596
2930;Patrícia Andrade;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(44) 6654-6740;(22) 92508-5669
2932;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(56) 8494-4373;(35) 99848-3333
2933;Juliana Castro;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Instituto MedCare LTDA;(71) 2202-2823;(28) 93317-8314
2934;Rafael Dias;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(71) 6741-4626;(53) 95987-3142
2935;Rafael Dias;suporte01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(27) 6045-8904;(34) 98738-3376
2936;Carlos Moreira;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(28) 6086-3643;(30) 96012-6706
2937;Juliana Castro;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(87) 5729-4357;(12) 95381-9312
2938;Patrícia Andrade;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(79) 6272-5468;(34) 93590-5805
2939;Rafael Dias;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(36) 9123-4714;(13) 94314-9131
2940;Rafael Dias;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Diagnóstico Avançado S/A;(65) 9983-7154;(13) 97597-3893
2941;Vanessa Martins;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(61) 9011-1266;(11) 99346-8139
2942;Carlos Moreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(70) 6351-5135;(30) 97074-5868
2943;Vanessa Martins;esocial01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(61) 5921-9714;(68) 93709-5494
2944;Gabriela Rocha;esocial01@inmestra.com.br;Saúde Corporativa Plus;Diagnóstico Avançado S/A;(97) 5742-4169;(23) 91280-5591
2945;Patrícia Andrade;suporte01@inmestra.com.br;Saúde Corporativa Plus;Saúde Integral S/A;(34) 5523-2578;(52) 95005-2508
2946;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(67) 5779-8730;(27) 98521-1020
2947;Thiago Almeida;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(89) 9039-1087;(74) 94546-4126
2948;Thiago Almeida;esocial01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(55) 8122-2618;(58) 94874-2484
2949;Juliana Castro;inovacao01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(27) 4305-1860;(35) 95622-9126
2950;João Lima;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(52) 7134-3255;(97) 91962-8230
2951;Vanessa Martins;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(14) 2793-8824;(88) 92429-4061
2952;Patrícia Andrade;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(98) 6444-3859;(16) 91374-6530
2953;Thiago Almeida;inovacao01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(12) 2282-7037;(91) 97032-5812
2954;Carlos Moreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(99) 7528-3470;(44) 98483-5307
2955;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;Bem-Estar Diagnósticos LTDA;(73) 9135-2967;(22) 99597-3577
2956;Fernanda Souza;suporte01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(88) 3254-9811;(92) 97301-5619
2957;Rafael Dias;inovacao01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(97) 8955-4665;(16) 91890-3737
2958;Lucas Ferreira;suporte01@inmestra.com.br;Saúde Corporativa Plus;ProVida Serviços Médicos LTDA;(42) 3416-1052;(80) 97570-2975
2959;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(78) 6535-5085;(33) 96468-2770
2960;Rafael Dias;esocial01@inmestra.com.br;Instituto MedCare;ProVida Serviços Médicos LTDA;(19) 2842-6420;(98) 91543-2981
2961;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(43) 8284-8369;(81) 93300-1224
2962;Rafael Dias;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(74) 7935-5988;(16) 97094-7641
2963;Patrícia Andrade;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Vida Saudável LTDA;(82) 3293-2920;(47) 94013-3144
2964;Vanessa Martins;inovacao01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(48) 3407-8199;(11) 99991-8164
2965;Gabriela Rocha;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(45) 8884-7473;(26) 91809-7650
2966;Thiago Almeida;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(61) 4120-6532;(14) 96360-5718
2967;João Lima;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;ProVida Serviços Médicos LTDA;(18) 5415-5807;(50) 92906-2547
2968;Juliana Castro;esocial01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(84) 9938-7947;(12) 94866-3193
2969;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;ProVida Serviços Médicos LTDA;(33) 3180-4863;(23) 94581-2757
2970;Thiago Almeida;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(35) 3337-7823;(76) 96060-9581
2971;Rafael Dias;inovacao01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(96) 4331-9576;(40) 94521-2929
2972;Patrícia Andrade;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(56) 4090-5894;(20) 98070-8620
2973;Carlos Moreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Bem-Estar Diagnósticos LTDA;(46) 9115-5716;(21) 91309-8238
2974;Fernanda Souza;suporte01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(53) 7080-9792;(19) 94429-6470
2975;Vanessa Martins;esocial01@inmestra.com.br;Instituto MedCare;Horizonte Clínicas Integradas;(42) 3281-7821;(21) 95859-8969
2976;Rafael Dias;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(62) 3890-3118;(65) 93909-6214
2978;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(97) 7169-3654;(60) 93880-5662
2979;Thiago Almeida;suporte01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(92) 3729-8791;(45) 99304-7223
2980;Rafael Dias;suporte01@inmestra.com.br;Clínica ProVida;Nova Esperança Serviços Médicos LTDA;(95) 6434-1418;(17) 94821-6810
2981;Rafael Dias;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(35) 2022-5109;(59) 93979-1624
2982;Juliana Castro;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(47) 2947-3900;(60) 97923-9095
2983;Thiago Almeida;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(87) 2311-9100;(15) 92970-9912
2984;Lucas Ferreira;suporte01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(12) 6050-9333;(96) 99606-7230
2985;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(62) 3295-8504;(74) 96105-5574
2986;Lucas Ferreira;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(65) 6172-6552;(93) 97520-6862
2988;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(68) 2530-7531;(16) 98881-4427
2989;João Lima;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(23) 8192-3184;(17) 98767-1224
2991;Juliana Castro;inovacao01@inmestra.com.br;Clínica ProVida;Saúde Integral S/A;(90) 3200-8597;(19) 93535-1128
2992;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(61) 5749-8262;(77) 94080-3400
2993;Vanessa Martins;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(88) 3516-7061;(49) 99382-2354
2994;Thiago Almeida;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(87) 2780-6662;(97) 98247-8177
2995;Rafael Dias;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(32) 6229-8406;(28) 98891-3032
2996;Carlos Moreira;suporte01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(43) 3010-9375;(79) 96574-2413
2997;Lucas Ferreira;suporte01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(48) 3828-9384;(37) 96086-1343
2998;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(45) 4713-1142;(33) 99629-7564
3000;Patrícia Andrade;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Bem-Estar Diagnósticos LTDA;(16) 9599-1788;(37) 93279-8722
3001;Vanessa Martins;suporte01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(37) 6720-7399;(19) 92442-4334
3002;João Lima;suporte01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(25) 4290-3834;(64) 93135-4745
3003;João Lima;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(44) 3233-8665;(69) 92282-4433
3004;Thiago Almeida;esocial01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(41) 7923-1072;(43) 98746-1970
3005;Lucas Ferreira;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Corporativa Plus Saúde LTDA;(87) 3354-2671;(77) 97137-8258
3006;Vanessa Martins;esocial01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(43) 3267-7063;(74) 99397-7304
3007;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(19) 4500-6790;(25) 98442-3483
3008;Gabriela Rocha;esocial01@inmestra.com.br;Clínica Vida Saudável;Instituto MedCare LTDA;(24) 4470-5901;(42) 94972-7151
3009;João Lima;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(89) 9189-7241;(47) 99780-8049
3010;Rafael Dias;inovacao01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(17) 2994-4237;(84) 94474-6183
3011;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(38) 8636-8420;(28) 93872-8168
3013;Rafael Dias;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Vida Saudável LTDA;(47) 9766-9551;(20) 91894-4441
3014;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(56) 9118-2650;(27) 92204-5997
3015;João Lima;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(84) 8901-7157;(58) 91693-4693
3020;Fernanda Souza;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(85) 2795-2554;(64) 96344-2659
3021;Thiago Almeida;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(99) 7532-8342;(91) 99112-3707
3022;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(32) 7663-8524;(24) 91867-9061
3023;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(13) 3364-2217;(36) 99252-8507
3024;Thiago Almeida;inovacao01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(25) 9186-8233;(71) 98162-6460
3025;Gabriela Rocha;suporte01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(44) 4045-8525;(58) 94930-5927
3026;Carlos Moreira;suporte01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(66) 7182-3310;(53) 97552-7894
3027;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(94) 4625-9085;(29) 99870-7540
3028;Rafael Dias;inovacao01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(16) 2280-4662;(75) 95660-9321
3029;Fernanda Souza;esocial01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(42) 2850-3959;(24) 95548-1199
3030;Patrícia Andrade;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Horizonte Clínicas Integradas;(61) 7563-1972;(77) 93943-6833
3031;João Lima;esocial01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(77) 9624-2192;(51) 97269-9362
3032;Patrícia Andrade;suporte01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(52) 7643-2819;(78) 92047-6949
3033;João Lima;suporte01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(41) 4796-3464;(81) 95737-7552
3034;Carlos Moreira;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(60) 5153-6371;(30) 92891-2597
3035;Fernanda Souza;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(24) 3228-7136;(64) 99622-2374
3036;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(56) 7326-9309;(34) 97613-4241
3037;Patrícia Andrade;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(32) 9292-4305;(68) 94476-8126
3038;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(25) 2099-7778;(56) 93929-1305
3039;Vanessa Martins;esocial01@inmestra.com.br;Clínica Nova Esperança;Corporativa Plus Saúde LTDA;(66) 2887-1943;(95) 96419-7056
3040;Juliana Castro;inovacao01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(38) 7403-3284;(95) 98168-5718
3041;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(30) 6524-3451;(77) 92496-3638
3042;Rafael Dias;inovacao01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(99) 9103-2714;(33) 91174-3291
3043;Vanessa Martins;esocial01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(17) 6186-2271;(96) 93610-9601
3044;Carlos Moreira;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(65) 3454-5427;(61) 97944-7856
3046;Lucas Ferreira;inovacao01@inmestra.com.br;Instituto MedCare;Nova Esperança Serviços Médicos LTDA;(45) 8967-4568;(71) 91333-4730
3047;Patrícia Andrade;suporte01@inmestra.com.br;Saúde Corporativa Plus;Vida Saudável LTDA;(35) 9105-2074;(39) 94196-8686
3048;Carlos Moreira;inovacao01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(53) 9965-8819;(79) 95511-3241
3049;Thiago Almeida;esocial01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(68) 4555-7037;(60) 94793-3608
3050;Rafael Dias;suporte01@inmestra.com.br;Clínica Nova Esperança;Saúde Integral S/A;(77) 5747-3195;(54) 95411-8713
3051;Juliana Castro;esocial01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(36) 9486-2920;(35) 93393-5514
3052;João Lima;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(27) 9229-3420;(65) 97912-4356
3053;Vanessa Martins;suporte01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(32) 9968-1923;(27) 98114-7312
3054;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(40) 3734-6740;(89) 91269-8459
3055;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(61) 9326-6601;(19) 94108-9259
3056;João Lima;esocial01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(55) 2833-6309;(91) 91439-8839
3057;Lucas Ferreira;inovacao01@inmestra.com.br;Clínica Horizonte;Diagnóstico Avançado S/A;(38) 4276-4049;(90) 97195-5478
3058;Carlos Moreira;inovacao01@inmestra.com.br;Clínica ProVida;ProVida Serviços Médicos LTDA;(14) 6260-5395;(96) 97673-8025
3059;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(69) 8994-5903;(83) 92895-9026
3060;Rafael Dias;suporte01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(69) 3877-4189;(48) 94639-9089
3061;Thiago Almeida;esocial01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(69) 2098-5489;(21) 98263-5794
3062;Gabriela Rocha;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(93) 8498-4843;(68) 95329-7983
3064;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(11) 5905-2720;(11) 92575-2253
3065;João Lima;inovacao01@inmestra.com.br;Saúde Corporativa Plus;ProVida Serviços Médicos LTDA;(51) 8831-9448;(28) 95640-5665
3066;Lucas Ferreira;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(55) 8372-6519;(22) 99059-4614
3067;Fernanda Souza;suporte01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(16) 9875-1004;(89) 97024-3189
3068;Patrícia Andrade;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(43) 4480-4781;(64) 93763-8565
3069;Rafael Dias;suporte01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(35) 9272-4625;(32) 98770-2673
3070;Thiago Almeida;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Vida Saudável LTDA;(41) 3942-3043;(59) 97169-2826
3071;Gabriela Rocha;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Horizonte Clínicas Integradas;(43) 2002-1494;(63) 94541-3369
3072;Thiago Almeida;esocial01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(62) 5179-9182;(63) 94732-8248
3073;Vanessa Martins;esocial01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(63) 2316-6318;(19) 92993-1710
3074;Thiago Almeida;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Nova Esperança Serviços Médicos LTDA;(12) 7232-6990;(63) 98828-2117
3075;Rafael Dias;suporte01@inmestra.com.br;Clínica Nova Esperança;ProVida Serviços Médicos LTDA;(90) 9711-2047;(68) 92993-8231
3076;Patrícia Andrade;suporte01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(27) 5830-3250;(28) 93989-4625
3077;Fernanda Souza;esocial01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(47) 9932-7094;(56) 98434-7964
3078;Carlos Moreira;suporte01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(65) 5080-8046;(76) 94784-7757
3079;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(85) 2840-1760;(27) 99793-3579
3080;Juliana Castro;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(66) 3307-8667;(64) 96640-3110
3081;Fernanda Souza;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Instituto MedCare LTDA;(32) 4431-3541;(79) 94987-7402
3082;Juliana Castro;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(61) 9903-3698;(90) 97368-2793
3083;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(84) 2565-3537;(72) 97780-6880
3084;Carlos Moreira;suporte01@inmestra.com.br;Saúde Corporativa Plus;Vida Saudável LTDA;(53) 5648-6502;(97) 96787-1303
3085;Lucas Ferreira;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(93) 6459-5072;(88) 93778-3006
3086;Vanessa Martins;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(91) 3881-4670;(50) 98282-4575
3087;Thiago Almeida;inovacao01@inmestra.com.br;Clínica ProVida;Nova Esperança Serviços Médicos LTDA;(60) 6985-5511;(28) 94696-5208
3088;Thiago Almeida;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(78) 8931-3442;(40) 96115-7710
3089;Rafael Dias;suporte01@inmestra.com.br;Instituto MedCare;ProVida Serviços Médicos LTDA;(43) 8373-8444;(75) 92986-4336
3090;João Lima;esocial01@inmestra.com.br;Instituto MedCare;ProVida Serviços Médicos LTDA;(18) 6838-4341;(79) 95271-6434
3091;Juliana Castro;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(75) 8795-8333;(87) 93664-7486
3092;Fernanda Souza;inovacao01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(82) 7745-7429;(89) 94074-9809
3093;Gabriela Rocha;suporte01@inmestra.com.br;Clínica Nova Esperança;Saúde Integral S/A;(53) 2230-1093;(76) 98650-9396
3094;Gabriela Rocha;inovacao01@inmestra.com.br;Instituto MedCare;Saúde Integral S/A;(42) 3105-9647;(66) 96516-3219
3095;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(45) 6186-3085;(95) 96384-4463
3096;Gabriela Rocha;esocial01@inmestra.com.br;Clínica Vida Saudável;Diagnóstico Avançado S/A;(31) 9851-7466;(75) 92718-2455
3097;Lucas Ferreira;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Instituto MedCare LTDA;(59) 8710-6495;(48) 96467-4827
3098;João Lima;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(24) 6057-2257;(16) 95268-1705
3099;Lucas Ferreira;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(13) 4800-4220;(99) 97586-8191
3102;Juliana Castro;esocial01@inmestra.com.br;Clínica Nova Esperança;Bem-Estar Diagnósticos LTDA;(64) 8083-8565;(74) 92282-4327
3103;Thiago Almeida;suporte01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(33) 3413-2184;(13) 92094-3970
3104;Juliana Castro;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(31) 6548-7208;(34) 94023-2285
3105;João Lima;esocial01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(41) 7232-8554;(67) 94631-5720
3106;Vanessa Martins;esocial01@inmestra.com.br;Clínica Nova Esperança;Corporativa Plus Saúde LTDA;(87) 2881-5887;(21) 99644-2130
3107;Fernanda Souza;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(63) 9770-8486;(43) 98287-3996
3108;Lucas Ferreira;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(58) 2408-1950;(82) 98529-4112
3109;Patrícia Andrade;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Horizonte Clínicas Integradas;(50) 3831-9615;(16) 91056-2589
3110;Juliana Castro;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(11) 7439-1467;(37) 98443-8002
3111;Vanessa Martins;esocial01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(18) 8452-3323;(67) 99890-1166
3112;João Lima;suporte01@inmestra.com.br;Saúde Corporativa Plus;Bem-Estar Diagnósticos LTDA;(92) 2725-2595;(14) 93538-4047
3113;Thiago Almeida;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(66) 3812-4954;(45) 98435-5842
3114;Rafael Dias;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(22) 2064-8634;(78) 96968-5995
